Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-11-11,23.911317647906408,23.911317647906408,23.393964281291662,23.57221221923828,918099,0.0,0
2014-11-12,23.728723310594823,24.780820508040808,23.693942415582878,24.34172248840332,204882,0.0,0
2014-11-13,24.685173687065827,24.780819485959423,24.44606084827613,24.606918334960938,73982,0.0,0
2014-11-14,24.63300542058341,25.389473314916707,24.441715470248777,24.54605484008789,36730,0.0,0
2014-11-17,24.54605505383734,24.780821125686284,24.480843361731118,24.693870544433594,36701,0.0,0
2014-11-18,24.780819485959423,24.780819485959423,24.58952954661652,24.606918334960938,35742,0.0,0
2014-11-19,24.606919424791872,24.99384941997826,24.541707734112457,24.824295043945312,88867,0.0,0
2014-11-20,24.806907824264115,24.81125460720667,24.606920981572873,24.667787551879883,39104,0.0,0
2014-11-21,24.737345343003803,24.772124578580605,24.519969730704805,24.61126708984375,48347,0.0,0
2014-11-24,24.711262836572367,24.715609619659425,24.563447334944655,24.689525604248047,40335,0.0,0
2014-11-25,24.60691870097213,24.676478830717326,24.602571918432442,24.659090042114258,10006,0.0,0
2014-11-26,24.633005142211914,24.685174826541914,24.60691947082473,24.633005142211914,41014,0.0,0
2014-11-27,24.67647873845357,25.124273626805532,24.633004279441987,25.085145950317383,102898,0.0,0
2014-11-28,25.085145963059027,26.085073446832062,24.719954868465607,25.041669845581055,77949,0.0,0
2014-12-01,25.085145910878538,25.493811463655543,24.832989405363747,25.27643585205078,71887,0.0,0
2014-12-02,25.476422012405887,25.55902580944849,25.211225148976492,25.39816665649414,86523,0.0,0
2014-12-03,25.57206691539563,27.47627774478132,25.57206691539563,27.128477096557617,136101,0.0,0
2014-12-04,27.389325794810524,27.867551454834288,27.389325794810524,27.667566299438477,95079,0.0,0
2014-12-05,27.9632000438569,28.258831024169922,27.95450647835745,28.258831024169922,76521,0.0,0
2014-12-08,28.69358078404156,29.571776797091843,28.345778478085613,29.119638442993164,83880,0.0,0
2014-12-09,28.906608649790464,29.128332708088326,28.189268449571742,28.328392028808594,46714,0.0,0
2014-12-10,28.597935164728163,28.954431037985316,27.51975232140844,28.893566131591797,41577,0.0,0
2014-12-11,28.693582241071823,28.950083884150548,28.328392786473888,28.82400894165039,37587,0.0,0
2014-12-12,28.797918905526064,29.128330750227565,28.56315285667672,29.0413818359375,73854,0.0,0
2014-12-15,28.9109564454618,30.10217387253096,28.693580833089907,29.51091194152832,103457,0.0,0
2014-12-16,29.997834090481337,30.423891744240883,29.302232803934846,30.258684158325195,125247,0.0,0
2014-12-17,30.38911247774233,31.302089422521455,30.25868577839299,30.867338180541992,82171,0.0,0
2014-12-18,31.19774977778018,31.20644334311198,30.215211050851007,30.432586669921875,59473,0.0,0
2014-12-19,30.606490282920237,31.102106468794666,28.99790858266885,30.345640182495117,68637,0.0,0
2014-12-22,30.71952472734925,30.86733855932956,30.089133428609948,30.636920928955078,20406,0.0,0
2014-12-23,30.867340326309208,31.736842870712284,30.476063517950028,31.302091598510742,37629,0.0,0
2014-12-29,31.302090785305104,31.302090785305104,30.5325825129308,31.041240692138672,17355,0.0,0
2014-12-30,31.010806612703686,31.084713527134486,30.432586669921875,30.432586669921875,20091,0.0,0
2015-01-02,30.432587493237833,30.610837097804854,30.13695651062797,30.215211868286133,27821,0.0,0
2015-01-05,30.584748140450028,30.649961487844443,28.610977172851566,28.610977172851562,39901,0.0,0
2015-01-06,28.311002677028377,29.563085086616884,27.937116335581823,28.741405487060547,70478,0.0,0
2015-01-07,29.09354985775615,29.467436159602688,28.78052845929036,29.0413818359375,48880,0.0,0
2015-01-08,29.08485719458353,30.345636392198866,29.08485719458353,30.258684158325195,118488,0.0,0
2015-01-09,30.719522915083274,31.210790601486877,29.602209091186527,29.602209091186523,83015,0.0,0
2015-01-12,30.341288418743787,31.29339466377575,30.176084147171412,31.032541275024414,58144,0.0,0
2015-01-13,31.04124072507301,31.084715187832057,30.693438389222827,30.954288482666016,49061,0.0,0
2015-01-14,30.910812359239724,31.910741533421657,30.715175628890037,31.475990295410156,89930,0.0,0
2015-01-15,31.82378971112706,33.91059700757978,31.73684078914518,33.293251037597656,133644,0.0,0
2015-01-16,33.301942227592306,34.6018474247643,33.12804107914426,33.42802047729492,143197,0.0,0
2015-01-19,34.006243859421886,34.56272493778079,33.82364912750203,34.55403137207031,115028,0.0,0
2015-01-20,34.82357719502685,35.43222965617953,32.77589904482525,33.18891143798828,149842,0.0,0
2015-01-21,33.562789844681596,33.95406657093869,32.0715931612544,33.084564208984375,118457,0.0,0
2015-01-22,33.43237030822793,33.59757458183388,33.041093537173154,33.1715202331543,68257,0.0,0
2015-01-23,33.47584266396739,34.25839615689344,33.47584266396739,33.88885498046875,87236,0.0,0
2015-01-26,33.85842472468546,35.440918942440504,33.836689153237536,35.08442306518555,114249,0.0,0
2015-01-27,35.08442315241791,35.08442315241791,34.393170284525894,34.70184326171875,47069,0.0,0
2015-01-28,34.997473997455586,34.997473997455586,33.82364700379949,34.597503662109375,73664,0.0,0
2015-01-29,34.77140767866265,34.91052795096526,34.54968360449978,34.86705017089844,26250,0.0,0
2015-01-30,35.040947167659155,35.08442162565991,34.54533104929582,34.949649810791016,46502,0.0,0
2015-02-02,35.040950215377784,35.42787856394842,34.87139749260588,35.21485137939453,63388,0.0,0
2015-02-03,36.084352214161946,36.432154526114154,35.388750907146196,35.649600982666016,88244,0.0,0
2015-02-04,35.64525724767663,35.64525724767663,34.86705204252997,35.28441619873047,38765,0.0,0
2015-02-05,34.819221225877776,35.47569645171172,34.819221225877776,35.38005065917969,45465,0.0,0
2015-02-06,35.34962178802123,35.475700043953836,35.07572970458132,35.27571487426758,22777,0.0,0
2015-02-09,35.38440568328158,35.38440568328158,32.449834603870464,34.68445587158203,179334,0.0,0
2015-02-10,34.780097986276004,35.04094805779535,34.6061968329669,34.97573471069336,25847,0.0,0
2015-02-11,35.19745734635353,35.64959899998977,34.83661304822723,35.036598205566406,60772,0.0,0
2015-02-12,35.09746432729241,35.12789677730918,34.00188949291175,34.980079650878906,67707,0.0,0
2015-02-13,34.93660647136448,34.9974713736197,34.580110622346,34.9105224609375,63787,0.0,0
2015-02-16,34.99312820984318,34.99747665119955,34.73662655692864,34.76271057128906,28999,0.0,0
2015-02-17,34.654020231071414,34.88009272868878,34.11492963326553,34.69314956665039,22982,0.0,0
2015-02-18,34.780098508080215,34.88878631591797,34.69314958856548,34.88878631591797,42416,0.0,0
2015-02-19,34.9974757535958,35.562653707428034,34.775751686552226,35.21485137939453,97456,0.0,0
2015-02-20,35.21485483233498,36.736484362127236,35.21485483233498,36.1539192199707,166807,0.0,0
2015-02-23,36.51910181304455,36.9973274829329,36.15391238702059,36.64952850341797,104574,0.0,0
2015-02-24,36.784304694349274,37.388608685661765,36.784304694349274,36.953857421875,72186,0.0,0
2015-02-25,37.17992354390866,37.78857592623722,36.47997711865274,36.97124481201172,97481,0.0,0
2015-02-26,37.19731407536449,37.19731407536449,34.936609012321,36.58866500854492,153786,0.0,0
2015-02-27,36.60605345589078,37.35382612704609,35.98870748482582,36.91038131713867,67118,0.0,0
2015-03-02,37.249486757107064,37.249486757107064,36.1278277503741,36.91038131713867,116443,0.0,0
2015-03-03,37.21470616046652,38.345058741738235,37.13645080316139,37.67554473876953,151456,0.0,0
2015-03-04,37.675543788742864,38.59286584723182,37.505987754783284,37.94508743286133,117742,0.0,0
2015-03-05,38.258107874345754,39.5493195458071,38.07985827964283,38.86676025390625,112311,0.0,0
2015-03-06,39.127610345724584,40.344915105458135,38.82328581423551,39.91016387939453,167815,0.0,0
2015-03-09,39.9101631212994,40.03623805560105,39.76234598246348,39.89277267456055,53869,0.0,0
2015-03-10,40.09275696590883,40.34491346281243,39.77973556518555,39.77973556518555,69315,0.0,0
2015-03-11,39.73626220532479,40.114493644239225,38.78415597130705,39.99711227416992,100535,0.0,0
2015-03-12,40.03623664241682,40.04058508317018,39.63626633220702,39.953636169433594,36677,0.0,0
2015-03-13,39.99711725404995,40.31013870239258,39.60584044362166,40.31013870239258,59896,0.0,0
2015-03-16,40.257968071869385,40.966614784726474,40.17101914217739,40.6101188659668,58788,0.0,0
2015-03-17,40.64924455328085,40.927485106262345,38.79285805289909,39.553672790527344,91112,0.0,0
2015-03-18,39.797128613194516,39.88842597489242,36.70604705431224,38.5102653503418,149676,0.0,0
2015-03-19,39.045006594774215,40.9709546610526,38.56243246795605,40.866615295410156,111731,0.0,0
2015-03-20,41.0666064335741,41.72743025148122,41.00574151835754,41.30137252807617,83356,0.0,0
2015-03-23,41.73612108511084,42.17087234641408,40.110152296565616,40.562294006347656,101435,0.0,0
2015-03-24,40.518810985004166,40.779664361552015,39.5623596606236,40.05797576904297,124392,0.0,0
2015-03-25,40.3883924730807,40.86661819281028,39.53193196535894,39.89712142944336,82479,0.0,0
2015-03-26,39.823205696024424,40.61880111694336,37.65814677106014,40.61880111694336,126234,0.0,0
2015-03-27,39.936242965104185,41.462220509074925,39.12760551902658,40.270999908447266,154111,0.0,0
2015-03-30,40.64923688285599,41.04051362318094,39.94059362646463,40.12753677368164,114627,0.0,0
2015-03-31,40.13623314461071,40.13623314461071,38.31897288304591,38.962406158447266,163195,0.0,0
2015-04-01,39.066744584330806,39.99711192239188,38.95805678019387,39.23194885253906,54719,0.0,0
2015-04-02,39.231950801181874,39.57975311845075,39.17543433430339,39.56236267089844,58507,0.0,0
2015-04-07,40.21448788435563,40.21448788435563,39.37106945543074,39.99711227416992,111532,0.0,0
2015-04-08,40.244921126054976,40.244921126054976,39.414548003649266,39.92755126953125,90476,0.0,0
2015-04-09,40.17101058216768,40.2579594933318,39.5623582533538,40.20579147338867,105196,0.0,0
2015-04-10,40.257963998028316,40.257963998028316,39.89277455000983,40.04058837890625,68598,0.0,0
2015-04-13,40.21449072960368,40.28405252189125,39.74495858232905,39.87538528442383,84097,0.0,0
2015-04-14,39.8232156089152,39.8232156089152,39.1319626827583,39.63627243041992,72547,0.0,0
2015-04-15,39.836253026210116,40.38838893212093,39.73626210323918,40.18405532836914,88232,0.0,0
2015-04-16,40.01450414233544,40.19709886532398,39.449326209021926,39.65365982055664,44451,0.0,0
2015-04-17,39.53627454406448,39.70582724394585,38.53634547363068,38.610252380371094,75192,0.0,0
2015-04-20,38.44939906208167,39.38411153409608,38.35375326272109,39.049354553222656,50396,0.0,0
2015-04-21,39.37107526356404,39.7623520829983,39.21891297736435,39.66236114501953,50383,0.0,0
2015-04-22,39.553665810447576,39.86668388964634,39.25803486046394,39.47541046142578,63110,0.0,0
2015-04-23,39.71887415691967,39.71887415691967,39.12761219615993,39.29716491699219,53543,0.0,0
2015-04-24,39.25803704344981,39.61453291617504,39.25803704344981,39.34498596191406,39704,0.0,0
2015-04-27,39.43193432730465,39.43193432730465,38.74937504457915,38.95370864868164,35878,0.0,0
2015-04-28,39.19282656369127,39.2145621364533,37.44512464944748,37.98421859741211,106907,0.0,0
2015-04-29,38.27114806427223,38.27114806427223,35.52786902077721,35.97566223144531,164951,0.0,0
2015-04-30,36.171302366890444,36.293035502046024,35.532220820989764,35.87567138671875,139375,0.0,0
2015-05-04,36.3756325176732,37.40599406735878,35.82349994688502,37.20600891113281,64607,0.0,0
2015-05-05,37.26252640591536,37.714668069559764,36.1582579168607,36.18434524536133,75660,0.0,0
2015-05-06,36.084351343904416,37.34513054821374,35.82784971561451,36.101741790771484,59535,0.0,0
2015-05-07,35.85828936254278,36.14522350119457,34.43230228534943,35.80611801147461,120236,0.0,0
2015-05-08,36.22782061587966,36.95385437039773,35.86697630068015,36.40606689453125,89794,0.0,0
2015-05-11,36.51910101611563,36.69300216052244,35.40179055817906,35.78437042236328,61632,0.0,0
2015-05-12,35.38875165216383,35.953926274873616,34.82357371256532,35.18876647949219,107925,0.0,0
2015-05-13,36.21042806031555,36.33650630708828,35.66264061634505,35.78437042236328,97968,0.0,0
2015-05-14,35.94523607718275,35.95827808492191,35.37136451843657,35.93654251098633,48222,0.0,0
2015-05-15,36.01479095645619,36.01479095645619,35.24963116589238,35.562652587890625,62234,0.0,0
