Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,4.687746146629597,4.687746146629597,4.510653434946557,4.531487941741943,33118100.0,0.0,0.0
2000-01-04,4.510653340017598,4.510653340017598,4.396064151132305,4.427315711975098,85792475.0,0.0,0.0
2000-01-05,0.8854631423950196,0.8854631423950196,0.8854631423950196,4.427315711975098,0.0,0.0,0.0
2000-01-06,0.8854631423950196,0.8854631423950196,0.8854631423950196,4.427315711975098,0.0,0.0,0.0
2000-01-07,4.458567690226744,4.500236706841604,4.406481618150765,4.448150634765625,95301925.0,0.0,0.0
2000-01-10,4.58357416301192,4.646077288098921,4.521071037924919,4.61482572555542,80078700.0,0.0,0.0
2000-01-11,4.666912363476848,4.7294158935546875,4.625243740810181,4.7294158935546875,72058175.0,0.0,0.0
2000-01-12,4.708581451214193,4.875256739047256,4.656495374093207,4.8231706619262695,97214950.0,0.0,0.0
2000-01-13,4.885673718548279,4.927342337768287,4.771084121576574,4.833587646484375,98066825.0,0.0,0.0
2000-01-14,4.854422775800994,4.854422775800994,4.760668064848477,4.802336692810059,39213075.0,0.0,0.0
2000-01-17,4.8231700343485,4.8231700343485,4.718997893661124,4.739832401275635,22937400.0,0.0,0.0
2000-01-18,4.750250063203396,4.750250063203396,4.666912419484697,4.698163986206055,26814900.0,0.0,0.0
2000-01-19,4.68774665097794,4.708581160014884,4.635660577078185,4.646077632904053,24235875.0,0.0,0.0
2000-01-20,4.718998288389731,4.718998288389731,4.60440908300268,4.635660648345947,39198150.0,0.0,0.0
2000-01-21,4.614826752041494,4.687747345786335,4.583575182546638,4.604409694671631,67937775.0,0.0,0.0
2000-01-24,4.604408937588024,4.604408937588024,4.531488355833209,4.552322864532471,49727725.0,0.0,0.0
2000-01-25,4.500236502207817,4.541905119542737,4.479401994847769,4.489819049835205,90486625.0,0.0,0.0
2000-01-26,4.541906498133224,4.541906498133224,4.489820412616167,4.510654926300049,29200525.0,0.0,0.0
2000-01-27,4.541906091153516,4.541906091153516,4.489820010303657,4.500237464904785,16786300.0,0.0,0.0
2000-01-28,4.500236635275944,4.52107114325205,4.4585676193237305,4.4585676193237305,20569625.0,0.0,0.0
2000-01-31,4.45856926874774,4.479403784431465,4.3960661190819,4.416900634765625,27256900.0,0.0,0.0
2000-02-01,4.479401902564474,4.479401902564474,4.375229765295533,4.385646820068359,33606575.0,0.0,0.0
2000-02-02,4.396064562689647,4.479402198534173,4.385647109843335,4.448150634765625,34895175.0,0.0,0.0
2000-02-03,4.47940295308779,4.552323545754644,4.448151384054928,4.500237464904785,31256025.0,0.0,0.0
2000-02-04,4.510653762302723,4.541905326071271,4.448150634765625,4.448150634765625,20964800.0,0.0,0.0
2000-02-07,4.479401804264377,4.541904926300049,4.448150243246541,4.541904926300049,29455550.0,0.0,0.0
2000-02-08,4.562740663826682,4.666912826915809,4.541906151731804,4.593992233276367,37974550.0,0.0,0.0
2000-02-09,4.646078252853232,4.65649570745436,4.489820010303657,4.500237464904785,52762850.0,0.0,0.0
2000-02-10,4.458567690226744,4.500236706841604,4.416899070997077,4.448150634765625,24479275.0,0.0,0.0
2000-02-11,4.500237321185741,4.500237321185741,4.354396140509602,4.406482219696045,23834150.0,0.0,0.0
2000-02-14,4.479403784431465,4.479403784431465,4.35439708771445,4.416900634765625,20091925.0,0.0,0.0
2000-02-15,4.479403369607006,4.500237883361307,4.3752311982207965,4.396065711975098,33615175.0,0.0,0.0
2000-02-16,4.4585672728178904,4.489818833660684,4.3752296447753904,4.427315711975098,29747375.0,0.0,0.0
2000-02-17,4.4377336502075195,4.458568160713495,4.406482083141175,4.4377336502075195,17703250.0,0.0,0.0
2000-02-18,4.437733111347624,4.468985072004378,4.3960644927805985,4.4585676193237305,18060725.0,0.0,0.0
2000-02-21,4.396065711975098,4.437734342098403,4.3648141400362945,4.396065711975098,18424425.0,0.0,0.0
2000-02-22,4.396064886074171,4.44815096198172,4.333561356553979,4.354395866394043,21024825.0,0.0,0.0
2000-02-23,4.396063933409998,4.406480987379956,4.354394922759896,4.36481237411499,18672275.0,0.0,0.0
2000-02-24,4.354396207929312,4.406482287922212,4.250224047943514,4.271058559417725,46486725.0,0.0,0.0
2000-02-25,4.312727722746951,4.312727722746951,4.218972616753869,4.23980712890625,32991900.0,0.0,0.0
2000-02-28,4.2710586984421886,4.291893210594569,4.218972616753869,4.23980712890625,22386650.0,0.0,0.0
2000-02-29,4.271059369159899,4.302310943603516,4.271059369159899,4.302310943603516,25826650.0,0.0,0.0
2000-03-01,4.302310943603516,4.343979974451891,4.271059369159899,4.302310943603516,41116425.0,0.0,0.0
2000-03-02,4.302309997211264,4.333561564780378,4.239806862073037,4.312727451324463,62422625.0,0.0,0.0
2000-03-03,4.354395230058904,4.604408516833215,4.333560723263517,4.531487941741943,67705625.0,0.0,0.0
2000-03-06,4.583574968407001,4.614826536441818,4.385647708544418,4.406482219696045,33089375.0,0.0,0.0
2000-03-07,4.3752312660217285,4.396065780098892,4.32314517952147,4.3752312660217285,29756625.0,0.0,0.0
2000-03-08,4.354394922759896,4.521070567975167,4.333560417434846,4.36481237411499,63866400.0,0.0,0.0
2000-03-09,4.437733660001241,4.583574836479689,4.437733660001241,4.562740325927734,64331950.0,0.0,0.0
2000-03-10,4.552322378229434,4.60440844572088,4.510653365282213,4.541904926300049,32772025.0,0.0,0.0
2000-03-13,0.9083810448677836,0.9083810448677836,0.9083810448677836,4.541904926300049,0.0,0.0,0.0
2000-03-14,4.698163865461613,4.979428753495694,4.698163865461613,4.854422092437744,119061625.0,0.0,0.0
